uid,walletx2,max_priv_intermediary,max_priv_gov,max_priv_public,banklike,ir_studyr,male,topcoder,expectpricedown,open_source_browser,am_privacy_peers,am_privacy_int,am_privacy_gov,trust_gov,trust_startup,trust_retailer,es_pub,es_int,es_gov,rpgpextra,sb_cashing_out_btc_05,rmatrix,fw_notracePEERS,fw_notraceISP,fw_notraceGOV,wallet_order,first_wallet,rblockchain1,relectrum1,rcoinbase1,rcircle1,rblockchain2,relectrum2,rcoinbase2,rcircle2,rblockchain3,relectrum3,rcoinbase3,rcircle3,rblockchain4,relectrum4,rcoinbase4,rcircle4,best_priv_public_n1st,best_priv_int_n1st,best_priv_gov_n1st
104,Electrum,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,4,1,2,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
105,Coinbase,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,5,5,1,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
106,Circle,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,5,3,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
107,Coinbase,0,0,1,1,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,5,3,1,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
108,Blockchain,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,3,1,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
109,Circle,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,2,5,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
110,Coinbase,0,0,1,1,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,5,4,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
111,Blockchain,1,0,0,0,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
112,Blockchain,1,0,0,0,4,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,4,3,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
113,Circle,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,4,2,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
114,Blockchain,1,0,0,0,3,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,2,5,5,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
115,Electrum,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,2,5,4,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
116,Blockchain,1,0,0,0,4,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,4,3,1,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
117,Electrum,1,1,0,0,2,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,5,2,4,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
118,Circle,0,0,1,1,2,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,5,5,1,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
119,Electrum,1,1,0,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,3,3,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
120,Blockchain,1,0,0,0,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,2,3,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
121,Electrum,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,4,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
122,Circle,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,5,2,5,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
123,Coinbase,0,0,1,1,4,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,2,3,2,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
124,Circle,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,3,1,3,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
125,Electrum,1,1,0,0,3,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,1,2,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
126,Coinbase,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,3,3,2,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
127,Circle,0,0,1,1,4,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,2,4,1,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
128,Circle,0,0,1,1,4,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,5,1,3,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
129,Electrum,1,1,0,0,3,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,5,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
130,Circle,0,0,1,1,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,2,3,5,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
131,Coinbase,0,0,1,1,4,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,4,5,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
132,Coinbase,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4,4,1,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
133,Coinbase,0,0,1,1,4,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,3,5,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
134,Coinbase,0,0,1,1,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,5,3,4,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
135,Blockchain,1,0,0,0,4,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,5,1,3,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
136,Circle,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,3,4,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
137,Circle,0,0,1,1,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,5,1,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
138,Blockchain,1,0,0,0,4,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,4,4,3,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
139,Circle,0,0,1,1,4,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,2,1,2,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
140,Electrum,1,1,0,0,2,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,5,5,2,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
141,Coinbase,0,0,1,1,4,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,5,2,5,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
142,Circle,0,0,1,1,3,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,3,3,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
143,Blockchain,1,0,0,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,3,2,1,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
144,Circle,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,2,2,3,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
145,Blockchain,1,0,0,0,2,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,2,4,2,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
146,Coinbase,0,0,1,1,2,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,3,3,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
147,Blockchain,1,0,0,0,3,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,4,2,1,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
148,Blockchain,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,5,3,5,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
149,Coinbase,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,3,1,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
150,Blockchain,1,0,0,0,3,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,4,5,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
151,Coinbase,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,3,5,2,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
152,Circle,0,0,1,1,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,4,3,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
153,Blockchain,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,5,4,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
154,Electrum,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,4,2,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
155,Blockchain,1,0,0,0,4,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,4,5,4,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
156,Electrum,1,1,0,0,2,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,5,4,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
157,Electrum,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,2,1,3,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
158,Circle,0,0,1,1,3,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,2,4,1,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
159,Coinbase,0,0,1,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,4,1,2,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
160,Electrum,1,1,0,0,3,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,2,5,3,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
161,Electrum,1,1,0,0,3,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,5,3,1,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
162,Blockchain,1,0,0,0,4,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,4,4,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
163,Circle,0,0,1,1,4,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2,1,4,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
164,Blockchain,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,4,3,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
165,Coinbase,0,0,1,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,4,5,4,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
166,Coinbase,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,4,1,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
167,Circle,0,0,1,1,2,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,3,2,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
168,Circle,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,4,3,4,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
169,Electrum,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,5,4,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
170,Coinbase,0,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,4,1,5,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
171,Electrum,1,1,0,0,4,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,4,5,3,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
172,Circle,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,5,3,4,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
173,Electrum,1,1,0,0,3,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,4,5,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
174,Electrum,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,4,5,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
175,Electrum,1,1,0,0,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,5,3,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
176,Electrum,1,1,0,0,2,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,3,1,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
177,Blockchain,1,0,0,0,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,2,4,3,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
178,Electrum,1,1,0,0,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,2,1,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
179,Circle,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,2,4,2,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
180,Coinbase,0,0,1,1,3,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,5,3,1,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
181,Electrum,1,1,0,0,2,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,2,2,2,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
182,Blockchain,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,2,3,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
183,Circle,0,0,1,1,4,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,3,3,1,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
184,Electrum,1,1,0,0,3,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,3,3,5,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
185,Coinbase,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,2,2,1,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
186,Coinbase,0,0,1,1,3,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,3,1,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
187,Electrum,1,1,0,0,2,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,3,4,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
188,Coinbase,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,4,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
189,Blockchain,1,0,0,0,4,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,5,3,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
190,Electrum,1,1,0,0,4,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,3,4,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
191,Circle,0,0,1,1,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,5,1,5,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
192,Circle,0,0,1,1,4,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,3,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
193,Coinbase,0,0,1,1,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,4,2,3,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
194,Blockchain,1,0,0,0,3,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,3,4,4,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
195,Circle,0,0,1,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,4,1,3,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
196,Circle,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,4,1,1,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
197,Blockchain,1,0,0,0,3,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,5,5,3,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
198,Coinbase,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,3,1,2,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
199,Electrum,1,1,0,0,4,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,4,1,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
200,Coinbase,0,0,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,3,3,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
201,Electrum,1,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,4,3,5,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
202,Electrum,1,1,0,0,4,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,4,4,2,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
203,Coinbase,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,5,2,2,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
204,Electrum,1,1,0,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,2,3,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
205,Electrum,1,1,0,0,4,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,4,2,5,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
206,Coinbase,0,0,1,1,3,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,4,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
207,Blockchain,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
208,Blockchain,1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,4,5,5,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
209,Coinbase,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4,3,2,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
210,Electrum,1,1,0,0,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,5,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
